Name,ID,HomePlanet,BloodSample
 Bekele Prakash, 8385864, Censa III,  +--------+  |oopc ooc|  |oc i ici|  |p c   ic|  |p p co p|  |coc  i o|  |o cp pp |  +--------+
 Ibrahim Khalaf, 3584980, Pega III,  +--------+  |ocoi o c|  |ip  cppp|  |  io po |  |    ooi |  |ico pioo|  |cicio   |  +--------+
 Mariana Bezerra, 9253002, Gamma Eariga,  +--------+  |iioc ooi|  |cic ci o|  | oi icoo|  |op c ppi|  | cciopio|  |  o   p |  +--------+
 Nabil Ma, 4870951, Luppius,  +--------+  |i  poi i|  |po ipc c|  |o  o pip|  |p p io p|  |pco i  o|  |ic  o oc|  +--------+
 Sophie Prakash, 8058782, Venis,  +--------+  |icccio  |  |c  p ppo|  | ccpc i |  |cpp ipip|  | ipc pci|  |copcci p|  +--------+
 Linh Ge, 4898106, Beta Uralis,  +--------+  |oooo   p|  | o ic pc|  | po c ip|  | ipopcpi|  |   i c  |  |ccoioiii|  +--------+
 Kathleen Guerra, 6500294, Venix,  +--------+  |ipio  ip|  |oiiio p |  |   p cii|  |  p pcci|  | iic c o|  |ccoc   p|  +--------+
 Madina Afzal, 7250040, Beta Cornus,  +--------+  |oiop pop|  |  pcopi |  |p ip   c|  | iooccic|  |ipooic o|  |op ioo p|  +--------+
 Quan Haider, 5215938, Beta Erinus,  +--------+  |ii oii c|  |op c cop|  |i o pcic|  |oo  oi o|  |o icccp |  | oc pi o|  +--------+
 Nicholas Estrada, 6690420, Saterth VII,  +--------+  |piopc o |  | ip p oc|  |piic  po|  |pio poo |  | iio oo |  |pp  ooo |  +--------+
 Kelly Tesfaye, 3838275, Leon V,  +--------+  | c   oi |  | p oip  |  | o  c pp|  |   ipp c|  | oic  ii|  | iiopoci|  +--------+
 Priyanka Leng, 6147404, Reticis V,  +--------+  |co  o c |  |c  i ccp|  | coociic|  |cio c c |  | ioo op |  |picioo i|  +--------+
 Ahmed May, 5699306, Aurn VI,  +--------+  |oip  c o|  |  p  cpi|  |pp o  p |  |i  pp ip|  |cp i  i |  |io ipc c|  +--------+
 Haitao Bezerra, 2784663, Dele,  +--------+  |pcip oi |  |pcp  o o|  | piioi i|  |ipii pcc|  |i    pio|  |i o  cp |  +--------+
 Andre Adamou, 8582684, Pisus II,  +--------+  |ciii oc |  |ip oiipo|  | i  cp c|  | occ opi|  |oo  c p |  |i   iic |  +--------+
 Michel Osorio, 5885234, Beta Urado,  +--------+  |p  i  i |  |i  i i  |  |o icc oo|  |oiip   p|  |o   i pp|  |io ocpo |  +--------+
 Ma Salas, 4066450, Alpha Hydros,  +--------+  |pip opo |  |c ioi po|  |ii ipp  |  | pco pio|  |cpooccip|  |i  o p i|  +--------+
 Ahmed Bashir, 5506643, Ventlia,  +--------+  |p   occo|  |ppo opo |  |co iooii|  |  o icpi|  |c ioioii|  |o ppoip |  +--------+
 Santos Akhter, 9813468, Majoros,  +--------+  |i  coc c|  |cc co  o|  |ippi p i|  | iocp oi|  |cppci  c|  |i  pi o |  +--------+
 Shahid Xin, 8322884, Gamma Satices,  +--------+  |iico cio|  |  ppopoi|  | cc cicc|  |cciici o|  | i   ioo|  |cciicp  |  +--------+
 Suman Bagdi, 2710008, Corpius Minor,  +--------+  | po p  i|  |   cp c |  | pip ico|  |ip i cpp|  |p ic   p|  |o ocooic|  +--------+
 Sultan You, 5063988, Sculum,  +--------+  | icc cci|  | i oo cc|  |p ocp  c|  |po i i  |  |o i   ii|  |c co o p|  +--------+
 Sima Devi, 5533671, Beta Heron,  +--------+  |c  cpii |  | i  i ii|  | p oii p|  | co     |  | ooip po|  |oo poc i|  +--------+
 Andreas Jan, 7890350, Aurn VI,  +--------+  | piioi o|  |   i  cp|  |ic  ipc |  | cc  c  |  |i p oc p|  |ccop ic |  +--------+
 Francisco Hughes, 6767671, Leptorn,  +--------+  |oppoppi |  |oc    ip|  |  poc ic|  |ppppppic|  |oicp coo|  | i    cp|  +--------+
 Sharon Do, 5392817, Hydroma,  +--------+  |p  oc pp|  | c cccco|  |ci  oi o|  | pp ppip|  | oooip i|  |   cioip|  +--------+
 Manoel Oumarou, 3710528, Gamma Charida,  +--------+  |iici  oi|  |o pc  pi|  | oppcc c|  |co  p  o|  |i io ipp|  |p p  iii|  +--------+
 Ajay Francisco, 9750802, Dela Minor,  +--------+  |po   coc|  |  cp oo |  |poocio o|  |i   oico|  |i iii   |  |pi c p  |  +--------+
 Karim Nelson, 2086475, Retus III,  +--------+  |opcc pp |  | i cic o|  | p  o ic|  |iop cocp|  |iiiipp p|  |oc po io|  +--------+
 Kseniya Coelho, 6691688, Marda III,  +--------+  |iii cppo|  |ccoooioi|  | i   i  |  |pccoi o |  |opci pii|  |iooccoi |  +--------+
 Ganesh Malik, 9169860, Beta Octanes,  +--------+  |o oippoo|  |ppciipci|  |  ip  i |  | coppipp|  | io  oi |  |  ooo o |  +--------+
 Natalia Xiong, 6331086, Saterth VII,  +--------+  |poi i i |  |iocccp p|  | poci  o|  |i oiioo |  |c c   pc|  | opc oio|  +--------+
 Rebecca Palacios, 8178164, Cercus IV,  +--------+  |ci ipici|  |iccc p  |  |cioi ic |  | pccipci|  |   pcoip|  |o i o  c|  +--------+
 Pradip Fonseca, 1470620, Andrang,  +--------+  |  icc pp|  |cp ipc  |  | pc iioi|  |  i  c  |  |ci popic|  |pp op  i|  +--------+
 Wolfgang Jana, 4447684, Minoron,  +--------+  | i c p  |  |i  oppoo|  | cc ici |  |pic pii |  | pcpc po|  | ocpcp p|  +--------+
 Enrique Escobar, 9382832, Uraco III,  +--------+  | opoipci|  |cc   poc|  |p ip ooc|  | c c  o |  |c oo c  |  |ipooccic|  +--------+
 Savitri Adamou, 2369892, Phoens,  +--------+  | ooiipc |  |o oo pic|  |ppi  oio|  |op ioi o|  |  oii i |  |c   iicc|  +--------+
 Ravindra Pham, 7744068, Gamma Vena,  +--------+  |i o   p |  | o  opco|  | pi ccpp|  |co o oc |  |ipc ooci|  |  ccpopi|  +--------+
 Silvia Oliveira, 5927119, Alpha Ophinor,  +--------+  |o ippo i|  |p  oic  |  |  pooocp|  |iio ii  |  |p ppp o |  |       i|  +--------+
 Manju Qiu, 8748168, Alpha Cenus,  +--------+  | cp  oci|  |ici  icc|  |  c p o |  |ipp ci c|  |cc io p |  |p p o pc|  +--------+
 Gilbert Jang, 4882492, Retici Minor,  +--------+  |o   oo p|  |  icpic |  |   pooco|  | i c   c|  | ippcoco|  |pcoc  op|  +--------+
 Ruslan Nabi, 4089418, Saturus V,  +--------+  |i  pio  |  |  o coi |  |   o cio|  |pc ci  p|  | opoiooc|  |co c pco|  +--------+
 Galina Joshi, 5965840, Ariscis,  +--------+  |icc pii |  | c o i c|  |i ic opp|  |  ocpipi|  |o pip   |  |p oopicp|  +--------+
 Anastasia Meng, 6951840, Jupis IV,  +--------+  |i cp  c |  |oi  p cp|  |poi cc o|  | io iic |  |cop oocc|  |pco p pi|  +--------+
 Lwin Dao, 7563288, Beta Marius,  +--------+  |ooco  ic|  | o cc ci|  |pocicpp |  | coop cc|  |iicc c p|  | cpiccpo|  +--------+
 Elisabeth Sultan, 9508919, Phoenta,  +--------+  |io  c  i|  | ocp   o|  |pi ppio |  |   ci o |  |ciipiopc|  | opc cii|  +--------+
 Rana Teng, 8274865, Beta Aricor,  +--------+  | c icicp|  | o i oo |  |c  cicc |  |c c o oo|  | poo  cc|  |cicipc  |  +--------+
 Sadia Rogers, 5492848, Phoenus,  +--------+  | ic   oo|  |o i icoo|  |pioi co |  |icpic   |  |o icco p|  |coocc ci|  +--------+
 Sita Hill, 3769095, Cars,  +--------+  |p ciicic|  |c  i cpo|  |icoc   c|  |o      o|  |i  p o p|  |cpoc ioc|  +--------+
 Leila Kazem, 6107764, Casunes,  +--------+  |  p  i  |  |ccoc oi |  | o   p i|  |po  poi |  |pc ioi  |  |c  cic c|  +--------+
 Rahul Mohammadi, 9866046, Beta Marda,  +--------+  |o  iioc |  | ppop o |  | io    c|  | p ic  p|  |  ccioc |  |  p oocc|  +--------+
 Issa Felix, 2159088, Beta Aquule,  +--------+  |ioiiip i|  |ocoi c o|  | i oco p|  |io ii pp|  | o oop i|  | i o p c|  +--------+
 Beatrice Sui, 9775084, Tucanix,  +--------+  | ipcpooc|  |popopi i|  |c  pp ci|  |ici  cic|  |pio oi p|  | i ii  c|  +--------+
 Aicha Barman, 9621831, Comeles,  +--------+  |cppoiipc|  |i  iio  |  |ocpop pc|  |pooic   |  | o pp  p|  | c c   c|  +--------+
 Catherine Pang, 7790181, Gamma Satung VII,  +--------+  |poco ioi|  |icioppoi|  |pi  pc o|  |popc o  |  |io o  op|  |occcp i |  +--------+
 Eric White, 8933150, Beta Piscer,  +--------+  | c ooppc|  |ci cop c|  |  i  i o|  |i io pic|  |o i  ipc|  | ippoooo|  +--------+
 Carla Zhou, 7403749, Sirgo VII,  +--------+  |ip o  o |  | i  po o|  |oocc    |  |pp o iio|  | oo poii|  |ppip  pi|  +--------+
 Tomasz Dey, 4233493, Herta,  +--------+  |p   i i |  | oi i op|  |  pi o p|  |pooc pp |  |oocc o i|  |  i opp |  +--------+
 Dorothy Williams, 7095352, Alpha Casune,  +--------+  |o iooc i|  | iccciic|  | o p ooo|  |  cioc c|  | cpiiipo|  |ociio p |  +--------+
 Xiaoping Mun, 3537140, Arisci,  +--------+  |piio po |  |piic  op|  | iii i i|  |op  i oo|  | p pi i |  |i  ic  p|  +--------+
 Lina Robinson, 3932867, Beta Forvus,  +--------+  |p oipo i|  | icio io|  |io pop c|  |o ppi   |  |icoiii p|  |cp p c  |  +--------+
 Oleg Siddique, 8078058, Comeles III,  +--------+  |oio    c|  |ic iiii |  | c   i  |  | pc     |  | ipcpccc|  |oc  c o |  +--------+
 Sabine Tadesse, 1943596, Comeles,  +--------+  |pococco |  |o ccpppo|  |  po ioi|  |cp  o  c|  | pp c c |  |io ppp i|  +--------+
 Pankaj Moore, 4540364, Velpeia,  +--------+  |ic ipc  |  |   iiiio|  |occ cpo |  |   oicip|  |c   io  |  | ip o ic|  +--------+
 Ravindra Sadiq, 9269349, Alpha Marida,  +--------+  |pcpcco i|  |ccp     |  |i  oo  i|  |i co cpo|  | i  pi  |  |c cp cii|  +--------+
 Sabine Ly, 6026316, Androna,  +--------+  | iopi pp|  |p  o cc |  |io cp  p|  |p oi coo|  | poo  co|  | io  o c|  +--------+
 Carlos Salah, 7759087, Alpha Caria,  +--------+  |  c poci|  |  op    |  |o   ccpo|  |icpcpc  |  |occ ioip|  |iioii  c|  +--------+
 Di Young, 8679704, Beta Carion,  +--------+  |iio po  |  |op ppo o|  |pci  cpc|  |po ccic |  |oiii  i |  |opcc ocp|  +--------+
 Benjamin Lal, 7393941, Minoces,  +--------+  |cpp o ii|  |pi pc ci|  |c c ccio|  |io pcoi |  |cici  ci|  |cco  poi|  +--------+
 Zhijian San, 8222591, Scurus V,  +--------+  |i oc o p|  |i ci ico|  |ic c occ|  |  pc  c |  | pc oii |  |ocpoic o|  +--------+
 Xing Niu, 2377245, Alpha Canus,  +--------+  |op  c ic|  |  ioi c |  |oocooocp|  |ooip  p |  |oio oooi|  |popocci |  +--------+
 Alexander Petrova, 4124115, Cephius IV,  +--------+  |co i c  |  |pcio oii|  |i oc p  |  | c pcc i|  |coc p ci|  | iic occ|  +--------+
 Catherine Dai, 8845651, Arius IV,  +--------+  |cp  i pc|  |i      c|  |cci oc c|  |i icipip|  |i i   i |  |o  ic  o|  +--------+
 Gerardo Oraon, 1370032, Erina,  +--------+  |ppooo  o|  |p oi pi |  | pp    c|  | oi ci c|  | pi pcic|  | o c  o |  +--------+
 Dongmei Juma, 6309460, Gamma Vule II,  +--------+  |  iioi i|  |i p pi o|  |ii c  cc|  |p ip oop|  |ipopo  o|  |o ciip o|  +--------+
 Monique Pandey, 2278341, Beta Minis,  +--------+  |ipi  cc |  |i coc  o|  |ci c i o|  | ocp i p|  |c  iopoo|  |pic oio |  +--------+
 Leonardo Van, 5676649, Alpha Octanis,  +--------+  | icpi o |  | poo o p|  |c c  ooi|  |c  ii  p|  |oci o c |  |iip icpc|  +--------+
 Zaw Ai, 2629610, Alpha Scurnus,  +--------+  | c oi pi|  |oi ici  |  |pooiipo |  |coiopiop|  | ic popc|  |coc p  i|  +--------+
 Donna Bah, 8296716, Beta Chariga Major,  +--------+  | pp ppi |  |pic  ipo|  | co pio |  | i   c c|  |p c   o |  | o i oci|  +--------+
 Shyam Alvarez, 7416135, Librani,  +--------+  | oo oc o|  |p i   i |  |oiopp   |  |iooo  p |  | ic ici |  | oo ii p|  +--------+
 Paula Escobar, 7999684, Alpha Vena Major,  +--------+  |   iicp |  |p   co  |  | o cp ii|  | coipoop|  | o  ioop|  |c i cc  |  +--------+
 Haibo Rashid, 1448627, Charis,  +--------+  |  pi  c |  |i i p pi|  |po  c ii|  |i  cp ci|  |ip i i o|  |iiciiiio|  +--------+
 Saraswati Lopez, 5426538, Gamma Orcurus,  +--------+  |c oc  oi|  |o icpoii|  |cop cppp|  |    po  |  |co  p oo|  |pco  oio|  +--------+
 Mercy King, 2208583, Urado,  +--------+  |cpi   oo|  |o ipoi  |  |oioc   c|  |i  ic  o|  | p pp  c|  |ioic io |  +--------+
 Oscar Ahamad, 3653959, Venici III,  +--------+  |oc po  p|  |iii  cic|  |i  c occ|  |  i oici|  |oio  occ|  |oppoopi |  +--------+
 Usman Nguyen, 5776617, Mens,  +--------+  | cpcicoo|  |o c o  c|  |poccoci |  |ccicppco|  |ioocop c|  |pcoc    |  +--------+
 Alina Palacios, 3633974, Retung,  +--------+  |pc cpppc|  |io   o i|  |popco p |  |opc  p  |  |  icco c|  |ici c i |  +--------+
 Manju Banerjee, 9532006, Alpha Caprida,  +--------+  |c i ioco|  | i iicoc|  |opp poo |  |o  iici |  | ccppopi|  |    o po|  +--------+
 Angelo Barry, 9678429, Borana,  +--------+  | pc pcpp|  |ii cpo  |  |cpp   i |  |coo   ci|  | ii   p |  |coc o pc|  +--------+
 Yen Swain, 5722045, Sedanus Minor,  +--------+  |p ccoccp|  | cip  ic|  |i i oo  |  |cpcpi  o|  |o pc pc |  |  c  p  |  +--------+
 Sunil Yamamoto, 8050309, Doralia,  +--------+  |  p  p c|  |o   o p |  |i c  p o|  |  oioc i|  |  c  cc |  | o   p c|  +--------+
 Vanessa Jian, 7596356, Mona,  +--------+  |po i cco|  |icc  ocp|  | oopo oi|  |ip ii o |  |i cio   |  |   ii  i|  +--------+
 Tania Gan, 7118760, Casunes,  +--------+  |ipii  c |  |o oopopi|  |c cpp io|  |io  ii p|  |picioc p|  | iii po |  +--------+
 Hongyan Rivas, 2437119, Alpha Sirinis,  +--------+  | iicocpi|  |oii  opo|  |     c  |  | iiipi  |  |ii cii  |  |  cc  c |  +--------+
 Nora Kone, 2519111, Oriani II,  +--------+  |ciiocppc|  |p   pii |  |po  ccpp|  |pi  oo  |  |co p cci|  |o oipo p|  +--------+
 Yanhong Pradhan, 7880943, Beta Tries,  +--------+  |o iocio |  |co ci oo|  |   o c c|  | c ii ci|  |ciio cp |  | cpi  co|  +--------+
 Yuping Jin, 9784905, Alpha Sexta,  +--------+  |ciipc ic|  | i  opoo|  |pcci  i |  |ipcooip |  |  i  ccc|  |cpcc  c |  +--------+
 Zhi Dey, 7970090, Beta Comedna,  +--------+  |c  pp oo|  |   c c i|  |iiiiiio |  | pp c oo|  |ocopc i |  |    ii o|  +--------+
 Yuliya Dias, 8755839, Araleo,  +--------+  | p ccio |  |    c   |  |  iicio |  |   ccpcc|  | i pip p|  |oopcc co|  +--------+
 Francisco Yoshida, 6859441, Cepus Minor,  +--------+  |pic icco|  |  cppiic|  |  i op  |  |opoooioi|  |pc   op |  |c piopi |  +--------+
 Sanjay Nisha, 1196874, Berth VI,  +--------+  |i cppco |  | pop o o|  |pcoi   c|  |ip pc pi|  |i  occ i|  |ii p o c|  +--------+
 Yanhua Qu, 3175993, Alpha Cornus VII,  +--------+  | ii ioi |  |cocoi   |  |oco  p  |  |oi i cp |  |o oci c |  | ci i   |  +--------+
 Shirley Jana, 4683879, Peres,  +--------+  |ipi  i  |  | p  ioi |  |   icc  |  | c   ipp|  |  pio pc|  |po  ip c|  +--------+
 Pankaj Watanabe, 8048007, Algo,  +--------+  | o coipc|  |i ipc ip|  |p   iopp|  |  cicp o|  |p  ccopo|  | iocpp i|  +--------+
 Masako Hossen, 1873043, Gamma Leona,  +--------+  | iiopoi |  |oiopci o|  |p   cpoo|  |  oc  ci|  |  oo  ii|  |o i ocoo|  +--------+
 Abdullah Rana, 5299409, Camaele,  +--------+  |pcoooiic|  |oioop  p|  | o  p  o|  |i   pooo|  |  ipcc  |  |cp oc pc|  +--------+
 Larry Ke, 3682534, Pisus II,  +--------+  |o ip  ip|  |cooo   p|  |opopoi  |  | ic ppcp|  |po  pi i|  | i ioi i|  +--------+
 Yolanda Castro, 9070452, Beta Cani IV,  +--------+  | opcppi |  |oi i  o |  |io co ip|  |io oii p|  |icpiopoi|  |  icpco |  +--------+
 Ghulam Ilunga, 6623268, Beta Herseus,  +--------+  |ccc o cp|  |i  ic i |  |cpo  ip |  |o cooo i|  |ci i c i|  |oiii oic|  +--------+
 Mariama Omer, 2777554, Gamma Phoens,  +--------+  |oc  poi |  |i op ci |  |opi  cpi|  | ciipc  |  |coo coo |  |o  i   o|  +--------+
 Gabriel Din, 1578500, Beta Dela,  +--------+  |c ipc pc|  |oi oci  |  |opci ici|  |o o  o o|  |cio  ooc|  |c pip  i|  +--------+
 Terry Asif, 1833728, Beta Herseus,  +--------+  |i cpi i |  |ii   ocp|  |i oop cc|  |io  pio |  |iicc pc |  |o ppoo o|  +--------+
 Yingying Hwang, 2726503, Vensa VI,  +--------+  |i p o oc|  |cc  ci i|  | oc p c |  | c   ccc|  |  pii  c|  |cio   po|  +--------+
 Zhiwei Taha, 3435760, Uranis,  +--------+  |ccpp opc|  | o ip pp|  |ccco c  |  |o co occ|  |   c  ci|  |  o ccp |  +--------+
 Maryia Ribeiro, 5989641, Alpha Retus II,  +--------+  |oc  co o|  |  ippc p|  |cc  iiip|  |    icc |  |oi  ic  |  | ipp coc|  +--------+
 Chunhua Rani, 8523185, Gemina,  +--------+  |p ccpcop|  |pi  ppp |  |c c ci  |  |cpoo ioc|  |cp c   p|  |ipc pio |  +--------+
 Aung More, 6232563, Beta Venax VII,  +--------+  |  cpp i |  |cop    o|  |ococoi i|  |c  occcc|  |op  oio |  |piic  pp|  +--------+
 Philippe Cao, 2832961, Orcurux,  +--------+  | ci  pc |  |ocpipoo |  |i i p ip|  |poppo p |  |  coic c|  |o  ic p |  +--------+
 Yvonne Ngo, 2337055, Canix VI,  +--------+  |cic    o|  |o  p oci|  |   p co |  |ioo oppi|  |c cp oi |  |  occ  c|  +--------+
 Jack Chan, 2522220, Beron,  +--------+  |piio oii|  |   ooccc|  |cio io o|  |c op cci|  |p  oci p|  | pccoi p|  +--------+
 Raul An, 7564238, Octanus,  +--------+  |op opc p|  |    p  c|  | o o ooi|  |cccpcici|  | ooo  oo|  | ocpcio |  +--------+
 Nabil Cao, 2663541, Beta Marius,  +--------+  |iiopooip|  |ipp  pi |  | op icio|  |opi i c |  | oc iopo|  |c opccco|  +--------+
 Qinghua Mahmoud, 9560978, Perth VII,  +--------+  |  iocpic|  |piiop  p|  |p ppcoio|  |pppco  c|  |io c ioo|  |poi cpop|  +--------+
 Margarita Nong, 7315130, Gamma Anta,  +--------+  |o oocpci|  |pop  c o|  |op pcpi |  | coopp c|  |i   i ip|  |ocioiio |  +--------+
 Nusrat Aung, 3515243, Androna,  +--------+  | cicc   |  |cioo opo|  |o i  o  |  |pio   pp|  | o opoio|  |copi c i|  +--------+
 Aleksandra Wan, 9839436, Beta Tucang,  +--------+  |cppc  p |  |ooo p  p|  |ppiocopo|  | co o pi|  |io ooccp|  |ioopi pp|  +--------+
 Lyudmyla Liang, 9754926, Gamma Anta,  +--------+  |piop  i |  |pcpccc c|  |cooi i  |  |ic ici i|  | i  oco |  |pii ii i|  +--------+
 Habiba Moses, 2259197, Beta Seres,  +--------+  | ii oopc|  |o ii   o|  |iocpiii |  |o i iopo|  |o co poc|  |o    ci |  +--------+
 Bharat Ahamed, 1298424, Ophius V,  +--------+  |copcioic|  |c c pcpp|  |pii    i|  |  ioiopp|  |   ci o |  |ooc o p |  +--------+
 Dmitriy Mai, 8599245, Satici,  +--------+  |io i  oo|  |  ccocco|  |pciicc o|  | i  ipp |  |pioo cpp|  |opc    c|  +--------+
 Kevin Qin, 8787660, Alpha Canus,  +--------+  |c  ciop |  | oiio io|  | i  o p |  |ccicc ip|  |cp      |  |iopcpoio|  +--------+
 Christopher Ward, 4704196, Borona,  +--------+  | oc i cc|  |po o ppc|  |oicicic |  |ioc c p |  |cipoco c|  |  cp   i|  +--------+
 Shu Magar, 2756917, Beta Marda,  +--------+  | i oco o|  |p oc ip |  |  o ooc |  |c  pooop|  |cic   c |  | i pi op|  +--------+
 Elsa Kelly, 5639917, Sextana,  +--------+  | o ciipi|  | i op ii|  | c icp  |  |ooi cppc|  |oop o  p|  |opio  p |  +--------+
 Abel Cho, 1867332, Gamma Virinus VI,  +--------+  |oo cci p|  |pic ocpc|  | i  oioi|  |i o p ci|  |c p pc i|  |o  ipcoi|  +--------+
 Alfredo Morales, 9806174, Gamma Austra,  +--------+  |pioioo  |  |o iipi c|  |cp  i  o|  |po   p  |  | opop  o|  |icc opp |  +--------+
 Zaw Kamble, 8505266, Alpha Sateron,  +--------+  |ic cc  c|  |op oocii|  | ippoppc|  |oppiipii|  |o  c  ci|  |cco  oc |  +--------+
 Lucas Bakhash, 7786445, Erionax,  +--------+  | i  oi i|  |opi occ |  |cc oooio|  |     ci |  |oco cppc|  |iiic  ip|  +--------+
 Zhen Halder, 8092390, Oris,  +--------+  |i    c c|  |iiiipc  |  |op o ico|  |o o ppci|  |  pioiii|  |     ppp|  +--------+
 Yvonne Shu, 2150817, Crales,  +--------+  |i   iiip|  |i  cp io|  | pp p p |  |  o  c  |  | i  icco|  |  ic  ip|  +--------+
 Oleg Osorio, 2286811, Andros Major,  +--------+  |i p iiop|  | cippcp |  |cpcp p  |  |coipc ip|  |p pc io |  |ii co io|  +--------+
 Florence Manuel, 8981944, Seres,  +--------+  | pp  ppo|  |  io iic|  | i p i i|  |o o  pp |  |  po   c|  |p pi  c |  +--------+
 Victoria Zhao, 4915363, Pisci,  +--------+  |p oc oi |  |cp ioi i|  |   pc  i|  |pip  cc |  |pp c cip|  | i cppii|  +--------+
 Yanyan Rashid, 3725331, Alpha Mens,  +--------+  |pcpi   i|  | cocc  p|  |c  ccii |  |cppop  p|  |c co    |  |o poii i|  +--------+
 Dilip Na, 9423925, Scorna,  +--------+  | oi  c p|  |oiici  c|  |i o   i |  |coopoopc|  |  coppoi|  |ioc   o |  +--------+
 Karin Sheng, 3176472, Earis,  +--------+  |p opoi c|  | c pp p |  | oo  i o|  |i po   p|  |o iio p |  |io    o |  +--------+
 Emily Guerra, 2225235, Octang,  +--------+  | ip  ioi|  | i op oi|  |  ppop c|  |ciii c  |  |c i pp  |  |co  piip|  +--------+
 Raul Dutta, 6330170, Eria,  +--------+  |pi oco c|  | co   cp|  |   p pco|  | ci ip i|  |ip oopoo|  |  p p o |  +--------+
 Kai Amadi, 3880311, Carini Minor,  +--------+  | p  ci  |  |o  ic pp|  | ci ip p|  |i icop  |  |c ii pi |  |   p  oo|  +--------+
 Pradip Singh, 8196634, Cars III,  +--------+  | c  ooip|  | oopo oo|  | o  op p|  | cpc pci|  | cppiopi|  |   ococc|  +--------+
 Stephen Zaman, 4015661, Venici III,  +--------+  |pcci i c|  |o cc  pc|  | ciicppi|  |ppoo o c|  |o oopco |  |i opo ic|  +--------+
 Dora Patra, 4091687, Alpha Taury,  +--------+  | c ccc o|  | ioiiooi|  |  o   ip|  |opi p oc|  |o  co  p|  |p oi pci|  +--------+
 Therese Maseeh, 3904563, Charina,  +--------+  |oc p c  |  |ppoccip |  | p po  p|  | p  c pc|  | iip   c|  |oopp oo |  +--------+
 Ai Zamora, 7255918, Beta Taurn VII,  +--------+  |ic cp  i|  | oipci  |  |c oco p |  |pc  oiii|  | o  c  i|  | pipo cc|  +--------+
 Joe Kouadio, 4545397, Beta Tris,  +--------+  |  pc poi|  |ooc ipc |  |coipicp |  | ccic po|  |oooiip  |  |po ccp o|  +--------+
 Ricardo Usman, 2561400, Plumba Minor,  +--------+  |o ioo  p|  |pp oio  |  |o ii  po|  |poiii ip|  |iiicoic |  |ipp i cc|  +--------+
 Xiaolin Chai, 3286643, Aquarda Major,  +--------+  |piccp oo|  | c i i  |  |    i pc|  |  c o  o|  |i pp io |  |i  ocpo |  +--------+
 Jay Rehman, 8508618, Beta Comaela Minor,  +--------+  |i ii o  |  |poo   ii|  |oip     |  | cc p co|  |c ppippi|  |pc   cpp|  +--------+
 Stella Dias, 9807779, Cora III,  +--------+  |c io  op|  |i  ooo  |  |c popoo |  | ccipo p|  |i p p   |  |pc oi  o|  +--------+
 Xiaodong Schneider, 8102991, Gamma Eridang,  +--------+  |i c ccco|  |ccpp  cc|  |pippcp c|  |   poii |  |o  iop  |  |i poi  o|  +--------+
 Karin Roy, 2812061, Tuchus II,  +--------+  |icpi  ic|  |p  pi p |  | c   iii|  |  pppci |  |  o  occ|  |cp  i c |  +--------+
 Le Cardoso, 8610361, Charies,  +--------+  | iiocpi |  |cio  coi|  |ociicp i|  |cpoop oo|  |  opco o|  |occp pci|  +--------+
 Prem Sahin, 1663679, Gamma Equaros,  +--------+  |i cpi o |  | pic   c|  | icoc po|  |pc  ccp |  |o o  cci|  |o coci p|  +--------+
 Francisca Diarra, 9139388, Gamma Eries,  +--------+  |i opip o|  |ii   p  |  |iipopoc |  |i oic ii|  |p c c  i|  | c  c oc|  +--------+
 Vera Idris, 4758710, Beta Taurn VII,  +--------+  |  pp  oi|  |cpiocpio|  |opoopoio|  |c   iipc|  |oc pp c |  |ccoc opc|  +--------+
 Ellen Scott, 9319882, Beta Aquula,  +--------+  | o oo i |  |cooc pco|  | o oo i |  |  oi o o|  | opp    |  |i cip po|  +--------+
 Giuseppe Cabrera, 2766921, Beta Carsa,  +--------+  |po   cpc|  |ipi op  |  | i p c c|  |i  oiocp|  |cc opo p|  |pppipccc|  +--------+
 Trang Bezerra, 3752501, Beta Majorn,  +--------+  | icio  i|  | o ipccp|  |  pc c  |  |ooip c i|  |cipi ci |  | c  o oi|  +--------+
 Karin Huynh, 4699259, Gamma Taurux,  +--------+  |pci  pc |  |oooc  oo|  |o  io   |  |pcpipo o|  |ci  ipii|  |c ipicp |  +--------+
 Than Barros, 4038042, Ceturux,  +--------+  |pcccpc  |  |ic  pc  |  |oco i ip|  |i ioci p|  |pooi o  |  |c ocp  o|  +--------+
